word	count	sources	reason	engine
ঘোড়জান	1	unions	normalized_variant	ঘোরজান
বহুলী	1	unions	already_resolves	বহুলী
মেছড়া	1	unions	normalized_variant	মেছরা
আশিদ্রোন	1	unions	normalized_variant	আশিদ্রোণ
বুধবারী	1	unions	normalized_variant	বুধবার
বারঠাকুরী	1	unions	normalized_variant	বারঠাকুরি
চরখাই	1	unions	normalized_variant	চোরখাই
ছৈলা	1	unions	normalized_variant	ছইলা
ফেনারবাক	1	unions	normalized_variant	ফেনারবাঁক
কাঠইর	1	unions	normalized_variant	কাঠের
রংগারচর	1	unions	normalized_variant	রঙ্গারচর
কাকাইলছেও	1	unions	already_resolves	কাকাইলছেও
মিরাশী	1	unions	normalized_variant	মিয়াসহ
শানখলা	1	unions	normalized_variant	সানখোলা
দেবপাড়া	1	unions	normalized_variant	দেওপাড়া
লামাতাশী	1	unions	already_resolves	লামাতাশী
ব্রাহ্মণডুরা	1	unions	normalized_variant	ব্রাহ্মণদের
গোপায়া	1	unions	normalized_variant	গোপা
রাজিউরা	1	unions	normalized_variant	রাজিউর
সমযোজী	94	science	normalized_variant	সময়েই
বলবিজ্ঞান	100	science+objects	already_resolves	বলবিজ্ঞান
সংদীপ্ত	16	science	normalized_variant	সন্দীপ্ত
গ্যালিয়াম	24	science	already_resolves	গ্যালিয়াম
যুক্তিবিজ্ঞান	3	science	already_resolves	যুক্তিবিজ্ঞান
কক্ষীয়	3	science	normalized_variant	অক্ষীয়
অন্তরজ	25	science	normalized_variant	অন্তর
ধারকত্ব	14	science	already_resolves	ধারকত্ব
নিউক্লিয়	50	science	normalized_variant	নিউক্লীয়
ফ্রিদমান	2	science	normalized_variant	ফ্রিডম্যান
সূত্রায়ন	6	science	normalized_variant	সূত্রানুযায়ী
সদিক	13	science	normalized_variant	ওদিক
জীবজ	7	science	normalized_variant	জীবই
পারক্সাইড	14	science	normalized_variant	পারঅক্সাইড
ফেরিক	6	science	normalized_variant	ফেরি
কুরিয়াম	9	science	normalized_variant	কুরিয়া
বিকারক	19	science+objects	normalized_variant	বিকার
জার্মেনিয়াম	10	science	already_resolves	জার্মেনিয়াম
ক্যাটায়ন	27	science	normalized_variant	কাত্যায়ন
কক্ষক	5	science	already_resolves	কক্ষক
লুইজা	2	science+objects	already_resolves	লুইজা
ক্রিস্পার	2	science	normalized_variant	কৃস্টাল
বিমূর্তন	2	science	normalized_variant	বিমূর্ত
প্রতিমান	11	science	normalized_variant	প্রতীয়মান
শারীরস্থানিক	2	science	already_resolves	শারীরস্থানিক
প্রসূতিবিজ্ঞান	2	science	normalized_variant	প্রসূতিবিশেষজ্ঞ
লেবিয়া	2	science	already_resolves	লেবিয়া
এসজিআর	2	science	already_resolves	এসজিআর
বর্ণালীবীক্ষণ	11	science	normalized_variant	বর্ণালিবীক্ষণ
হুরহুরে	3	science+objects	already_resolves	হুরহুরে
ক্যালাথিয়া	2	science+objects	normalized_variant	ক্যালাব্রিয়ান
স্পেকট্রোস্কোপি	8	science	normalized_variant	স্পেকট্রসকপি
অদিক	12	science	normalized_variant	ওদিক
অপবর্তন	14	science	normalized_variant	অপবর্জন
অস্তরক	58	science	normalized_variant	অসতর্ক
আবেশক	5	science	normalized_variant	আবেশ
ওজমা	1	science	normalized_variant	আজমা
ত্বরক	19	science	normalized_variant	তরক
ক্যালাবি	8	science	already_resolves	ক্যালাবি
ক্লেরো	16	science+objects	normalized_variant	কলের
বোডে	1	science	normalized_variant	বোড
ট্রায়োড	7	science	normalized_variant	ত্রাণকার্য
ডোপায়ন	1	science	normalized_variant	দ্বৈপায়ন
ব্যতিচার	22	science	already_resolves	ব্যতিচার
ত্রৈধ	42	science	normalized_variant	ট্রেড
নিউক্লিয়ন	11	science	normalized_variant	নিউক্লীয়
বৈশিষ্ট্যাবলীর	1	science	normalized_variant	বৈশিষ্ট্যগুলির
মেট্রিক্স	7	science	normalized_variant	মেট্রিক
পিঞ্চ	1	science	normalized_variant	পিন
প্লাংকের	16	science	already_resolves	প্লাংকের
প্ল্যাঙ্কের	14	science	already_resolves	প্ল্যাঙ্কের
বায়ারফ্রিঞ্জেন্স	5	science	already_resolves	বায়ারফ্রিঞ্জেন্স
ল্যাকারটি	1	science	normalized_variant	ল্যাকরিমাল
ব্যারিয়ন	9	science	normalized_variant	ব্যাংকঋণ
মুক্তিবেগ	1	science	already_resolves	মুক্তিবেগ
ম্যাগনিট্রন	8	science	normalized_variant	ম্যাগনিটস্কির
তুল্যাঙ্ক	6	science	normalized_variant	তুল্যাকৃতি
রূপান্তরক	9	science	normalized_variant	রূপান্তরকে
লাপ্লাস	18	science	already_resolves	লাপ্লাস
সংনম্যতা	8	science	normalized_variant	সংন্যস্ত
সমদৈশিকতা	8	science	already_resolves	সমদৈশিকতা
উড়ুপি	1	science	normalized_variant	রুপি
কনওয়েল	1	science	normalized_variant	কনওয়ে
ক্যাটজ	1	science	normalized_variant	কাৎজ
গ্র্যাটজেল	5	science	normalized_variant	গ্যাঁজে
পাইভি	1	science	normalized_variant	আইভি
টরমা	1	science	normalized_variant	ট্রমা
এভাঞ্জেলিস্তা	1	science	already_resolves	এভাঞ্জেলিস্তা
রিচেল্লি	1	science	already_resolves	রিচেল্লি
আকিলিস	1	science	already_resolves	আকিলিস
পাপাপেত্রু	10	science	normalized_variant	পাপানদ্রু
ফার্ট	1	science	already_resolves	ফার্ট
ব্লেজ	7	science	normalized_variant	ব্লেই
পাস্কাল	7	science	normalized_variant	পাসকাল
হেরমান	9	science	normalized_variant	হার্মান
সিবেক	1	science	already_resolves	সিবেক
আলোকবিজ্ঞানের	22	science	already_resolves	আলোকবিজ্ঞানের
মোসলের	9	science	normalized_variant	মোসলে
ফুকোর	14	science	normalized_variant	ফুকর
কুলম্বের	36	science	already_resolves	কুলম্বের
ভিরিয়াল	6	science	already_resolves	ভিরিয়াল
স্থানকালের	17	science	already_resolves	স্থানকালের
শ্রোডিঙ্গারের	1	science	normalized_variant	শ্রডিঙ্গারের
অভিস্রবণিক	16	science	normalized_variant	অভিস্রবনিক
মোলীয়	10	science	normalized_variant	মলি
ওরস্টেড	1	science	normalized_variant	ফ্রস্টেড
মাতেউচি	1	science	already_resolves	মাতেউচি
ব্রেকথ্রু	1	science	normalized_variant	ব্রেকারগুলো
ৎস	1	science	normalized_variant	টস
অপঘর্ষক	8	science	normalized_variant	অপকর্ষ
অ্যালোট্রপি	7	science	normalized_variant	অযাত্রা
আয়নিকরণ	27	science	normalized_variant	আয়নীকরণ
আয়নীয়	19	science	normalized_variant	ইনিই
ইউপ্যাক	23	science	normalized_variant	ইউপ্যাকের
ক্লাউজিউস	10	science	already_resolves	ক্লাউজিউস
ক্লাপেরোঁ	13	science	normalized_variant	কলাপের
জিওস্মিন	10	science	normalized_variant	যস্মিন
ডানাবর্ত	5	science	normalized_variant	দানাযুক্ত
দ্রাব্যতা	32	science	normalized_variant	দ্রাব্য
পানিবিকর্ষী	14	science	normalized_variant	পানিবর্ষণ
ল্য	11	science+news	already_resolves	ল্য
সক্রিয়ন	19	science	normalized_variant	সৃজন
কিউপ্রিক	1	science	already_resolves	কিউপ্রিক
টার্বিয়াম	1	science	normalized_variant	টারবিয়াম
